<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	00:00:00	0.70135	0.70188	0.69779	0.69825	13726	0	0
2020.01.03	00:00:00	0.69824	0.69856	0.69296	0.69528	16112	0	0
2020.01.05	00:00:00	0.69403	0.69429	0.69322	0.69425	983	0	0
2020.01.06	00:00:00	0.69424	0.69569	0.69247	0.69360	14919	0	0
2020.01.07	00:00:00	0.69361	0.69383	0.68495	0.68579	17036	0	0
2020.01.08	00:00:00	0.68583	0.68844	0.68484	0.68734	21457	0	0
2020.01.09	00:00:00	0.68739	0.68796	0.68496	0.68525	13392	0	0
2020.01.10	00:00:00	0.68526	0.69098	0.68499	0.69052	14350	0	0
2020.01.12	00:00:00	0.68963	0.69040	0.68942	0.68991	682	0	0
2020.01.13	00:00:00	0.68991	0.69189	0.68939	0.68964	13841	0	0
2020.01.14	00:00:00	0.68965	0.69085	0.68844	0.68938	15137	0	0
2020.01.15	00:00:00	0.68938	0.69159	0.68767	0.69062	13963	0	0
2020.01.16	00:00:00	0.69064	0.69329	0.68872	0.68974	13769	0	0
2020.01.17	00:00:00	0.68975	0.69102	0.68714	0.68754	12394	0	0
2020.01.19	00:00:00	0.68713	0.68813	0.68713	0.68805	678	0	0
2020.01.20	00:00:00	0.68805	0.68877	0.68544	0.68747	10092	0	0
2020.01.21	00:00:00	0.68748	0.68796	0.68409	0.68459	14889	0	0
2020.01.22	00:00:00	0.68462	0.68553	0.68263	0.68406	13851	0	0
2020.01.23	00:00:00	0.68406	0.68779	0.68288	0.68412	17084	0	0
2020.01.24	00:00:00	0.68476	0.68563	0.68172	0.68215	13081	0	0
2020.01.26	00:00:00	0.68104	0.68146	0.68005	0.68006	1206	0	0
2020.01.27	00:00:00	0.68006	0.68162	0.67517	0.67607	14680	0	0
2020.01.28	00:00:00	0.67609	0.67642	0.67365	0.67629	14203	0	0
2020.01.29	00:00:00	0.67630	0.67765	0.67346	0.67515	14684	0	0
2020.01.30	00:00:00	0.67521	0.67526	0.66994	0.67044	18089	0	0
2020.01.31	00:00:00	0.67046	0.67287	0.66821	0.66930	16501	0	0
2020.02.02	00:00:00	0.66835	0.66942	0.66830	0.66917	1253	0	0
2020.02.03	00:00:00	0.66919	0.67062	0.66833	0.66890	16682	0	0
2020.02.04	00:00:00	0.66889	0.67409	0.66776	0.67305	17326	0	0
2020.02.05	00:00:00	0.67305	0.67734	0.67234	0.67507	16782	0	0
2020.02.06	00:00:00	0.67506	0.67640	0.67265	0.67307	14622	0	0
2020.02.07	00:00:00	0.67308	0.67310	0.66617	0.66726	15245	0	0
2020.02.09	00:00:00	0.66655	0.66773	0.66655	0.66695	1177	0	0
2020.02.10	00:00:00	0.66695	0.67065	0.66674	0.66889	15287	0	0
2020.02.11	00:00:00	0.66888	0.67359	0.66808	0.67177	14128	0	0
2020.02.12	00:00:00	0.67178	0.67490	0.67075	0.67125	14639	0	0
2020.02.13	00:00:00	0.67124	0.67443	0.67085	0.67181	15855	0	0
2020.02.14	00:00:00	0.67182	0.67304	0.67087	0.67118	11351	0	0
2020.02.16	00:00:00	0.67197	0.67283	0.67157	0.67249	816	0	0
2020.02.17	00:00:00	0.67249	0.67326	0.67062	0.67089	9250	0	0
2020.02.18	00:00:00	0.67089	0.67089	0.66732	0.66928	13367	0	0
2020.02.19	00:00:00	0.66931	0.67065	0.66647	0.66802	12422	0	0
2020.02.20	00:00:00	0.66802	0.66934	0.66098	0.66111	19042	0	0
2020.02.21	00:00:00	0.66111	0.66380	0.65854	0.66252	16593	0	0
2020.02.23	00:00:00	0.66038	0.66069	0.65926	0.66048	1406	0	0
2020.02.24	00:00:00	0.66048	0.66189	0.65864	0.66104	20260	0	0
2020.02.25	00:00:00	0.66102	0.66216	0.65860	0.66040	20793	0	0
2020.02.26	00:00:00	0.66042	0.66059	0.65414	0.65458	22442	0	0
2020.02.27	00:00:00	0.65461	0.65911	0.65424	0.65798	25724	0	0
2020.02.28	00:00:00	0.65797	0.65845	0.64336	0.65081	33646	0	0
2020.03.01	00:00:00	0.64735	0.65205	0.64723	0.65124	1958	0	0
2020.03.02	00:00:00	0.65126	0.65672	0.64881	0.65458	32949	0	0
2020.03.03	00:00:00	0.65470	0.66441	0.65090	0.65824	34018	0	0
2020.03.04	00:00:00	0.65825	0.66270	0.65825	0.66270	23292	0	0
2020.03.05	00:00:00	0.66273	0.66360	0.65835	0.66148	19690	0	0
2020.03.06	00:00:00	0.66151	0.66566	0.65847	0.66351	25513	0	0
2020.03.08	00:00:00	0.66013	0.66200	0.65934	0.66120	4363	0	0
2020.03.09	00:00:00	0.66119	0.66842	0.63157	0.65971	59925	0	0
2020.03.10	00:00:00	0.65970	0.66031	0.64623	0.64937	40208	0	0
2020.03.11	00:00:00	0.64938	0.65386	0.64700	0.64764	34841	0	0
2020.03.12	00:00:00	0.64765	0.64806	0.62122	0.62739	57364	0	0
2020.03.13	00:00:00	0.62741	0.63247	0.61231	0.61834	54458	0	0
2020.03.15	00:00:00	0.62026	0.62932	0.61151	0.61784	5979	0	0
2020.03.16	00:00:00	0.61783	0.61878	0.60784	0.61013	62116	0	0
2020.03.17	00:00:00	0.61014	0.61480	0.59587	0.59890	52862	0	0
2020.03.18	00:00:00	0.59889	0.60277	0.57016	0.57910	61102	0	0
2020.03.19	00:00:00	0.57913	0.59632	0.55084	0.57437	102595	0	0
2020.03.20	00:00:00	0.57438	0.59851	0.57091	0.57953	72558	0	0
2020.03.22	00:00:00	0.58057	0.58163	0.57030	0.57529	9518	0	0
2020.03.23	00:00:00	0.57528	0.58844	0.57000	0.58749	88787	0	0
2020.03.24	00:00:00	0.58751	0.59873	0.58646	0.59688	62312	0	0
2020.03.25	00:00:00	0.59685	0.60724	0.58918	0.59012	57150	0	0
2020.03.26	00:00:00	0.59014	0.60866	0.58700	0.60776	53353	0	0
2020.03.27	00:00:00	0.60778	0.61994	0.60224	0.61641	55631	0	0
2020.03.29	00:00:00	0.61458	0.61826	0.61109	0.61735	4303	0	0
2020.03.30	00:00:00	0.61737	0.61835	0.61118	0.61646	56515	0	0
2020.03.31	00:00:00	0.61648	0.62128	0.60738	0.61373	68993	0	0
2020.04.01	00:00:00	0.61375	0.61845	0.60385	0.60893	50750	0	0
2020.04.02	00:00:00	0.60892	0.61185	0.60065	0.60642	46422	0	0
2020.04.03	00:00:00	0.60640	0.60746	0.59795	0.59917	38225	0	0
2020.04.05	00:00:00	0.60118	0.60132	0.59915	0.59923	3141	0	0
2020.04.06	00:00:00	0.59924	0.61217	0.59907	0.61162	36885	0	0
2020.04.07	00:00:00	0.61163	0.62073	0.60972	0.61513	44958	0	0
2020.04.08	00:00:00	0.61512	0.62439	0.61152	0.62327	46613	0	0
2020.04.09	00:00:00	0.62327	0.63621	0.61950	0.63299	43814	0	0
2020.04.10	00:00:00	0.63297	0.63658	0.63110	0.63442	13021	0	0
2020.04.12	00:00:00	0.63431	0.63545	0.63240	0.63344	2449	0	0
2020.04.13	00:00:00	0.63343	0.64086	0.63304	0.63985	29877	0	0
2020.04.14	00:00:00	0.63988	0.64441	0.63743	0.64338	36157	0	0
2020.04.15	00:00:00	0.64342	0.64353	0.62840	0.63081	40302	0	0
2020.04.16	00:00:00	0.63080	0.63843	0.62636	0.63592	73680	0	0
2020.04.17	00:00:00	0.63590	0.63826	0.63139	0.63625	61005	0	0
2020.04.19	00:00:00	0.63620	0.63635	0.63360	0.63360	2313	0	0
2020.04.20	00:00:00	0.63361	0.63965	0.63281	0.63411	45636	0	0
2020.04.21	00:00:00	0.63413	0.63458	0.62529	0.62918	57575	0	0
2020.04.22	00:00:00	0.62919	0.63515	0.62805	0.62964	47885	0	0
2020.04.23	00:00:00	0.62966	0.64053	0.62825	0.63754	51970	0	0
2020.04.24	00:00:00	0.63756	0.63969	0.63366	0.63833	36647	0	0
2020.04.26	00:00:00	0.63805	0.63979	0.63795	0.63967	1474	0	0
2020.04.27	00:00:00	0.63966	0.64710	0.63921	0.64487	34523	0	0
2020.04.28	00:00:00	0.64488	0.65133	0.64337	0.65016	38900	0	0
2020.04.29	00:00:00	0.65017	0.65573	0.65006	0.65537	39546	0	0
2020.04.30	00:00:00	0.65535	0.65691	0.64807	0.64937	51855	0	0
2020.05.01	00:00:00	0.64939	0.64966	0.64093	0.64176	36387	0	0
2020.05.03	00:00:00	0.64047	0.64095	0.63723	0.63759	3080	0	0
2020.05.04	00:00:00	0.63758	0.64341	0.63722	0.64250	40299	0	0
2020.05.05	00:00:00	0.64252	0.64754	0.64163	0.64326	39880	0	0
2020.05.06	00:00:00	0.64328	0.64522	0.63778	0.63903	38569	0	0
2020.05.07	00:00:00	0.63904	0.65100	0.63904	0.65000	42490	0	0
2020.05.08	00:00:00	0.65001	0.65473	0.64973	0.65174	33427	0	0
2020.05.10	00:00:00	0.65235	0.65365	0.65122	0.65347	2125	0	0
2020.05.11	00:00:00	0.65346	0.65608	0.64558	0.64834	37991	0	0
2020.05.12	00:00:00	0.64836	0.65355	0.64315	0.64510	46519	0	0
2020.05.13	00:00:00	0.64511	0.65234	0.64378	0.64522	58501	0	0
2020.05.14	00:00:00	0.64524	0.64729	0.64029	0.64697	51745	0	0
2020.05.15	00:00:00	0.64698	0.64725	0.64015	0.64130	41311	0	0
2020.05.17	00:00:00	0.64178	0.64275	0.64069	0.64245	1923	0	0
2020.05.18	00:00:00	0.64247	0.65266	0.64193	0.65228	37853	0	0
2020.05.19	00:00:00	0.65229	0.65842	0.65092	0.65396	44815	0	0
2020.05.20	00:00:00	0.65397	0.66154	0.65272	0.65906	38069	0	0
2020.05.21	00:00:00	0.65908	0.65974	0.65481	0.65658	43504	0	0
2020.05.22	00:00:00	0.65659	0.65717	0.65054	0.65363	37854	0	0
2020.05.24	00:00:00	0.65341	0.65475	0.65272	0.65446	1800	0	0
2020.05.25	00:00:00	0.65448	0.65496	0.65192	0.65489	22938	0	0
2020.05.26	00:00:00	0.65490	0.66745	0.65416	0.66448	40117	0	0
2020.05.27	00:00:00	0.66449	0.66795	0.65660	0.66203	57983	0	0
2020.05.28	00:00:00	0.66204	0.66667	0.65876	0.66318	53360	0	0
2020.05.29	00:00:00	0.66320	0.66825	0.66180	0.66724	60685	0	0
2020.05.31	00:00:00	0.66586	0.66669	0.66465	0.66577	3193	0	0
2020.06.01	00:00:00	0.66576	0.68058	0.66575	0.67831	52501	0	0
2020.06.02	00:00:00	0.67832	0.69216	0.67743	0.69122	52434	0	0
2020.06.03	00:00:00	0.69124	0.69825	0.68560	0.69263	69862	0	0
2020.06.04	00:00:00	0.69265	0.69869	0.68815	0.69381	65927	0	0
2020.06.05	00:00:00	0.69382	0.70121	0.69301	0.69678	61672	0	0
2020.06.07	00:00:00	0.69658	0.70026	0.69641	0.69992	2471	0	0
2020.06.08	00:00:00	0.69991	0.70286	0.69611	0.70227	44475	0	0
2020.06.09	00:00:00	0.70228	0.70419	0.68978	0.69385	59604	0	0
2020.06.10	00:00:00	0.69387	0.70634	0.69320	0.69674	75192	0	0
2020.06.11	00:00:00	0.69673	0.69935	0.68170	0.68283	91444	0	0
2020.06.12	00:00:00	0.68284	0.69111	0.67991	0.68649	86702	0	0
2020.06.14	00:00:00	0.68421	0.68431	0.68092	0.68249	5947	0	0
2020.06.15	00:00:00	0.68251	0.69622	0.67758	0.69616	92531	0	0
2020.06.16	00:00:00	0.69615	0.69761	0.68331	0.68926	89496	0	0
2020.06.17	00:00:00	0.68928	0.69219	0.68516	0.68757	73286	0	0
2020.06.18	00:00:00	0.68758	0.69017	0.68352	0.68555	65592	0	0
2020.06.19	00:00:00	0.68557	0.69109	0.68287	0.68341	48211	0	0
2020.06.21	00:00:00	0.68144	0.68297	0.68092	0.68191	3672	0	0
2020.06.22	00:00:00	0.68190	0.69343	0.68161	0.69284	44785	0	0
2020.06.23	00:00:00	0.69285	0.69740	0.68573	0.69427	60443	0	0
2020.06.24	00:00:00	0.69428	0.69612	0.68530	0.68550	60795	0	0
2020.06.25	00:00:00	0.68552	0.68947	0.68469	0.68875	53927	0	0
2020.06.26	00:00:00	0.68873	0.68946	0.68399	0.68651	39461	0	0
2020.06.28	00:00:00	0.68580	0.68657	0.68445	0.68596	2285	0	0
2020.06.29	00:00:00	0.68595	0.68901	0.68410	0.68711	39693	0	0
2020.06.30	00:00:00	0.68713	0.69114	0.68322	0.68988	41711	0	0
2020.07.01	00:00:00	0.68989	0.69429	0.68765	0.69105	41156	0	0
2020.07.02	00:00:00	0.69104	0.69515	0.69010	0.69184	42932	0	0
2020.07.03	00:00:00	0.69186	0.69465	0.69133	0.69378	31220	0	0
2020.07.05	00:00:00	0.69306	0.69493	0.69266	0.69474	1498	0	0
2020.07.06	00:00:00	0.69476	0.69869	0.69460	0.69740	32065	0	0
2020.07.07	00:00:00	0.69739	0.69970	0.69215	0.69413	41383	0	0
2020.07.08	00:00:00	0.69412	0.69874	0.69267	0.69849	40504	0	0
2020.07.09	00:00:00	0.69851	0.70003	0.69494	0.69591	45474	0	0
2020.07.10	00:00:00	0.69592	0.69686	0.69230	0.69486	35684	0	0
2020.07.12	00:00:00	0.69533	0.69583	0.69479	0.69490	2393	0	0
2020.07.13	00:00:00	0.69491	0.69923	0.69353	0.69357	38081	0	0
2020.07.14	00:00:00	0.69359	0.69928	0.69206	0.69872	50394	0	0
2020.07.15	00:00:00	0.69871	0.70370	0.69849	0.70074	40246	0	0
2020.07.16	00:00:00	0.70075	0.70120	0.69626	0.69747	40956	0	0
2020.07.17	00:00:00	0.69748	0.70043	0.69730	0.69956	24729	0	0
2020.07.19	00:00:00	0.69885	0.70033	0.69813	0.70023	1781	0	0
2020.07.20	00:00:00	0.70025	0.70249	0.69722	0.70211	27289	0	0
2020.07.21	00:00:00	0.70213	0.71461	0.70151	0.71375	38217	0	0
2020.07.22	00:00:00	0.71376	0.71821	0.71107	0.71359	49161	0	0
2020.07.23	00:00:00	0.71361	0.71610	0.70898	0.70980	49883	0	0
2020.07.24	00:00:00	0.70981	0.71245	0.70630	0.71030	46031	0	0
2020.07.26	00:00:00	0.70911	0.71071	0.70853	0.70960	3285	0	0
2020.07.27	00:00:00	0.70961	0.71588	0.70960	0.71576	36344	0	0
2020.07.28	00:00:00	0.71577	0.71761	0.71123	0.71578	44412	0	0
2020.07.29	00:00:00	0.71577	0.71961	0.71484	0.71709	42170	0	0
2020.07.30	00:00:00	0.71710	0.72041	0.71200	0.72015	46423	0	0
2020.07.31	00:00:00	0.72016	0.72266	0.71328	0.71413	50346	0	0
2020.08.02	00:00:00	0.71290	0.71492	0.71280	0.71445	3242	0	0
2020.08.03	00:00:00	0.71444	0.71490	0.70757	0.71157	37077	0	0
2020.08.04	00:00:00	0.71155	0.71761	0.71053	0.71756	40830	0	0
2020.08.05	00:00:00	0.71754	0.72403	0.71652	0.71971	38203	0	0
2020.08.06	00:00:00	0.71972	0.72388	0.71737	0.72308	46750	0	0
2020.08.07	00:00:00	0.72309	0.72426	0.71440	0.71553	45130	0	0
2020.08.09	00:00:00	0.71602	0.71605	0.71459	0.71553	3406	0	0
2020.08.10	00:00:00	0.71555	0.71834	0.71396	0.71546	28391	0	0
2020.08.11	00:00:00	0.71545	0.71890	0.71344	0.71444	41554	0	0
2020.08.12	00:00:00	0.71445	0.71752	0.71085	0.71637	44738	0	0
2020.08.13	00:00:00	0.71638	0.71874	0.71352	0.71471	36912	0	0
2020.08.14	00:00:00	0.71473	0.71745	0.71315	0.71691	27020	0	0
2020.08.16	00:00:00	0.71651	0.71931	0.71631	0.71918	2137	0	0
2020.08.17	00:00:00	0.71916	0.72267	0.71702	0.72132	24072	0	0
2020.08.18	00:00:00	0.72133	0.72639	0.72082	0.72540	33195	0	0
2020.08.19	00:00:00	0.72538	0.72749	0.71786	0.71858	39339	0	0
2020.08.20	00:00:00	0.71860	0.72073	0.71351	0.72029	39804	0	0
2020.08.21	00:00:00	0.72030	0.72152	0.71389	0.71590	35837	0	0
2020.08.23	00:00:00	0.71513	0.71691	0.71488	0.71590	1731	0	0
2020.08.24	00:00:00	0.71591	0.72032	0.71521	0.71686	29124	0	0
2020.08.25	00:00:00	0.71687	0.72064	0.71499	0.71971	31449	0	0
2020.08.26	00:00:00	0.71973	0.72451	0.71868	0.72441	30102	0	0
2020.08.27	00:00:00	0.72439	0.72896	0.72163	0.72688	46886	0	0
2020.08.28	00:00:00	0.72686	0.73665	0.72550	0.73637	38351	0	0
2020.08.30	00:00:00	0.73602	0.73713	0.73576	0.73695	1942	0	0
2020.08.31	00:00:00	0.73696	0.74026	0.73396	0.73766	33809	0	0
2020.09.01	00:00:00	0.73768	0.74128	0.73588	0.73764	51490	0	0
2020.09.02	00:00:00	0.73763	0.73795	0.73007	0.73273	41766	0	0
2020.09.03	00:00:00	0.73271	0.73320	0.72509	0.72528	49685	0	0
2020.09.04	00:00:00	0.72531	0.72981	0.72215	0.72803	49375	0	0
2020.09.06	00:00:00	0.72840	0.72891	0.72715	0.72802	2640	0	0
2020.09.07	00:00:00	0.72800	0.72974	0.72696	0.72796	23931	0	0
2020.09.08	00:00:00	0.72797	0.73082	0.71911	0.72087	49451	0	0
2020.09.09	00:00:00	0.72088	0.72870	0.72052	0.72748	40022	0	0
2020.09.10	00:00:00	0.72747	0.73238	0.72471	0.72607	38259	0	0
2020.09.11	00:00:00	0.72609	0.73052	0.72581	0.72813	26114	0	0
2020.09.13	00:00:00	0.72757	0.72878	0.72747	0.72815	1609	0	0
2020.09.14	00:00:00	0.72813	0.73029	0.72638	0.72825	21955	0	0
2020.09.15	00:00:00	0.72827	0.73419	0.72663	0.72947	24763	0	0
2020.09.16	00:00:00	0.72948	0.73443	0.72779	0.72959	36635	0	0
2020.09.17	00:00:00	0.72957	0.73185	0.72536	0.73127	39902	0	0
2020.09.18	00:00:00	0.73126	0.73332	0.72820	0.72872	29107	0	0
2020.09.20	00:00:00	0.72938	0.72967	0.72850	0.72930	1608	0	0
2020.09.21	00:00:00	0.72928	0.73234	0.71986	0.72278	35162	0	0
2020.09.22	00:00:00	0.72275	0.72344	0.71538	0.71717	36940	0	0
2020.09.23	00:00:00	0.71719	0.71739	0.70590	0.70637	38056	0	0
2020.09.24	00:00:00	0.70635	0.70803	0.70154	0.70543	40606	0	0
2020.09.25	00:00:00	0.70542	0.70861	0.70053	0.70292	31253	0	0
2020.09.27	00:00:00	0.70309	0.70438	0.70268	0.70392	1530	0	0
2020.09.28	00:00:00	0.70393	0.70955	0.70320	0.70929	29896	0	0
2020.09.29	00:00:00	0.70928	0.71451	0.70736	0.71448	28043	0	0
2020.09.30	00:00:00	0.71450	0.71746	0.70997	0.71643	37131	0	0
2020.10.01	00:00:00	0.71645	0.72084	0.71543	0.71804	35997	0	0
2020.10.02	00:00:00	0.71802	0.71842	0.71302	0.71594	41369	0	0
2020.10.04	00:00:00	0.71630	0.71738	0.71555	0.71727	1706	0	0
2020.10.05	00:00:00	0.71729	0.71938	0.71620	0.71926	24098	0	0
2020.10.06	00:00:00	0.71925	0.72080	0.70941	0.71087	36151	0	0
2020.10.07	00:00:00	0.71090	0.71508	0.70978	0.71353	27235	0	0
2020.10.08	00:00:00	0.71352	0.71752	0.71225	0.71744	23406	0	0
2020.10.09	00:00:00	0.71743	0.72424	0.71676	0.72373	20760	0	0
2020.10.11	00:00:00	0.72256	0.72328	0.72210	0.72239	1919	0	0
2020.10.12	00:00:00	0.72241	0.72341	0.72014	0.72081	20734	0	0
2020.10.13	00:00:00	0.72082	0.72082	0.71496	0.71636	30278	0	0
2020.10.14	00:00:00	0.71635	0.71901	0.71271	0.71403	28924	0	0
2020.10.15	00:00:00	0.71404	0.71480	0.70555	0.70873	32966	0	0
2020.10.16	00:00:00	0.70871	0.70955	0.70700	0.70744	24034	0	0
2020.10.18	00:00:00	0.70768	0.70946	0.70699	0.70925	1585	0	0
2020.10.19	00:00:00	0.70927	0.71140	0.70451	0.70532	24626	0	0
2020.10.20	00:00:00	0.70529	0.70717	0.70202	0.70493	25108	0	0
2020.10.21	00:00:00	0.70495	0.71360	0.70495	0.71036	29164	0	0
2020.10.22	00:00:00	0.71035	0.71348	0.70844	0.71265	26559	0	0
2020.10.23	00:00:00	0.71262	0.71573	0.71004	0.71371	22411	0	0
2020.10.25	00:00:00	0.71347	0.71405	0.71147	0.71306	2310	0	0
2020.10.26	00:00:00	0.71305	0.71457	0.71023	0.71160	27442	0	0
2020.10.27	00:00:00	0.71163	0.71463	0.71120	0.71222	23806	0	0
2020.10.28	00:00:00	0.71220	0.71565	0.70377	0.70543	33642	0	0
2020.10.29	00:00:00	0.70545	0.70754	0.70017	0.70366	34741	0	0
2020.10.30	00:00:00	0.70365	0.70715	0.70107	0.70267	34639	0	0
2020.11.01	00:00:00	0.70215	0.70235	0.69949	0.70065	1827	0	0
2020.11.02	00:00:00	0.70069	0.70571	0.69904	0.70522	30916	0	0
2020.11.03	00:00:00	0.70523	0.72039	0.70273	0.71952	30210	0	0
2020.11.04	00:00:00	0.71959	0.72215	0.70482	0.71793	92722	0	0
2020.11.05	00:00:00	0.71794	0.72886	0.71445	0.72612	50101	0	0
2020.11.06	00:00:00	0.72616	0.72867	0.72383	0.72587	42048	0	0
2020.11.08	00:00:00	0.72738	0.72887	0.72701	0.72853	1760	0	0
2020.11.09	00:00:00	0.72856	0.73393	0.72659	0.72784	56559	0	0
2020.11.10	00:00:00	0.72784	0.72936	0.72519	0.72807	45433	0	0
2020.11.11	00:00:00	0.72810	0.73174	0.72596	0.72827	31602	0	0
2020.11.12	00:00:00	0.72830	0.72931	0.72229	0.72389	29838	0	0
2020.11.13	00:00:00	0.72390	0.72725	0.72209	0.72692	22601	0	0
2020.11.15	00:00:00	0.72660	0.72953	0.72626	0.72887	1448	0	0
2020.11.16	00:00:00	0.72890	0.73258	0.72800	0.73189	27576	0	0
2020.11.17	00:00:00	0.73190	0.73389	0.72863	0.72956	25017	0	0
2020.11.18	00:00:00	0.72957	0.73301	0.72713	0.72961	26257	0	0
2020.11.19	00:00:00	0.72962	0.72991	0.72540	0.72670	28811	0	0
2020.11.20	00:00:00	0.72674	0.73233	0.72674	0.73015	24921	0	0
2020.11.22	00:00:00	0.73002	0.73141	0.72974	0.73120	1330	0	0
2020.11.23	00:00:00	0.73122	0.73368	0.72648	0.72940	22111	0	0
2020.11.24	00:00:00	0.72943	0.73669	0.72906	0.73656	25517	0	0
2020.11.25	00:00:00	0.73659	0.73726	0.73246	0.73629	24329	0	0
2020.11.26	00:00:00	0.73629	0.73738	0.73515	0.73559	14011	0	0
2020.11.27	00:00:00	0.73561	0.73982	0.73521	0.73810	18085	0	0
2020.11.29	00:00:00	0.73817	0.74022	0.73803	0.73987	959	0	0
2020.11.30	00:00:00	0.73996	0.74056	0.73386	0.73578	26170	0	0
2020.12.01	00:00:00	0.73581	0.73825	0.73412	0.73796	25538	0	0
2020.12.02	00:00:00	0.73799	0.74191	0.73508	0.74138	26635	0	0
2020.12.03	00:00:00	0.74139	0.74487	0.73974	0.74353	24714	0	0
2020.12.04	00:00:00	0.74356	0.74431	0.74095	0.74242	25423	0	0
2020.12.06	00:00:00	0.74307	0.74355	0.74253	0.74293	1588	0	0
2020.12.07	00:00:00	0.74296	0.74528	0.73718	0.74146	25018	0	0
2020.12.08	00:00:00	0.74146	0.74345	0.73987	0.74084	28077	0	0
2020.12.09	00:00:00	0.74085	0.74844	0.74070	0.74330	26667	0	0
2020.12.10	00:00:00	0.74332	0.75392	0.74330	0.75224	30266	0	0
2020.12.11	00:00:00	0.75228	0.75708	0.75196	0.75328	25750	0	0
2020.12.13	00:00:00	0.75483	0.75547	0.75459	0.75488	1334	0	0
2020.12.14	00:00:00	0.75489	0.75774	0.75239	0.75343	23821	0	0
2020.12.15	00:00:00	0.75345	0.75708	0.75067	0.75562	22953	0	0
2020.12.16	00:00:00	0.75569	0.75778	0.75380	0.75688	25627	0	0
2020.12.17	00:00:00	0.75689	0.76389	0.75664	0.76135	22475	0	0
2020.12.18	00:00:00	0.76137	0.76242	0.75821	0.76199	21585	0	0
2020.12.20	00:00:00	0.75875	0.76052	0.75838	0.75864	1704	0	0
2020.12.21	00:00:00	0.75866	0.76012	0.74615	0.75751	43203	0	0
2020.12.22	00:00:00	0.75753	0.75828	0.75142	0.75533	31504	0	0
2020.12.23	00:00:00	0.75533	0.75907	0.75233	0.75812	27913	0	0
2020.12.24	00:00:00	0.75819	0.76060	0.75776	0.75895	20392	0	0
2020.12.27	00:00:00	0.75994	0.76113	0.75880	0.76097	1333	0	0
2020.12.28	00:00:00	0.76100	0.76219	0.75566	0.75867	22776	0	0
2020.12.29	00:00:00	0.75870	0.76240	0.75837	0.76088	21761	0	0
2020.12.30	00:00:00	0.76093	0.76897	0.76060	0.76871	23142	0	0
2020.12.31	00:00:00	0.76874	0.77416	0.76855	0.76949	23263	0	0
2021.01.03	00:00:00	0.76991	0.77132	0.76886	0.77104	1968	0	0
2021.01.04	00:00:00	0.77105	0.77400	0.76418	0.76686	40087	0	0
2021.01.05	00:00:00	0.76690	0.77769	0.76604	0.77616	40135	0	0
2021.01.06	00:00:00	0.77619	0.78194	0.77327	0.78149	54992	0	0
2021.01.07	00:00:00	0.78151	0.78158	0.77250	0.77679	39837	0	0
2021.01.08	00:00:00	0.77681	0.77980	0.77277	0.77640	46022	0	0
2021.01.10	00:00:00	0.77516	0.77564	0.77102	0.77195	2064	0	0
2021.01.11	00:00:00	0.77198	0.77302	0.76658	0.77065	39350	0	0
2021.01.12	00:00:00	0.77065	0.77768	0.76863	0.77747	35644	0	0
2021.01.13	00:00:00	0.77748	0.77808	0.77211	0.77455	32514	0	0
2021.01.14	00:00:00	0.77457	0.78047	0.77281	0.77744	34081	0	0
2021.01.15	00:00:00	0.77749	0.77880	0.76810	0.77008	33966	0	0
2021.01.17	00:00:00	0.77067	0.77096	0.76816	0.76823	1557	0	0
2021.01.18	00:00:00	0.76826	0.77036	0.76584	0.76839	28394	0	0
2021.01.19	00:00:00	0.76842	0.77245	0.76840	0.77125	29029	0	0
2021.01.20	00:00:00	0.77129	0.77624	0.76999	0.77538	28907	0	0
2021.01.21	00:00:00	0.77542	0.77815	0.77409	0.77589	30125	0	0
2021.01.22	00:00:00	0.77591	0.77683	0.77014	0.77127	29417	0	0
2021.01.24	00:00:00	0.77114	0.77199	0.77031	0.77123	1555	0	0
2021.01.25	00:00:00	0.77127	0.77466	0.76822	0.77140	34617	0	0
2021.01.26	00:00:00	0.77142	0.77534	0.76684	0.77524	29672	0	0
2021.01.27	00:00:00	0.77526	0.77626	0.76395	0.76475	44641	0	0
2021.01.28	00:00:00	0.76478	0.76971	0.75913	0.76696	48678	0	0
2021.01.29	00:00:00	0.76701	0.77032	0.76307	0.76418	50326	0	0
2021.01.31	00:00:00	0.76252	0.76292	0.76043	0.76199	2584	0	0
2021.02.01	00:00:00	0.76201	0.76619	0.76117	0.76327	39505	0	0
2021.02.02	00:00:00	0.76328	0.76610	0.75631	0.76048	35811	0	0
2021.02.03	00:00:00	0.76052	0.76360	0.76010	0.76353	29967	0	0
2021.02.04	00:00:00	0.76355	0.76470	0.75876	0.75995	29356	0	0
2021.02.05	00:00:00	0.75996	0.76782	0.75823	0.76760	26577	0	0
2021.02.07	00:00:00	0.76667	0.76808	0.76653	0.76774	1689	0	0
2021.02.08	00:00:00	0.76777	0.77140	0.76507	0.77074	21958	0	0
2021.02.09	00:00:00	0.77076	0.77416	0.77035	0.77390	24937	0	0
2021.02.10	00:00:00	0.77391	0.77552	0.77168	0.77230	28469	0	0
2021.02.11	00:00:00	0.77231	0.77709	0.77122	0.77508	21707	0	0
2021.02.12	00:00:00	0.77511	0.77638	0.77176	0.77592	18914	0	0
